Serial,Series,Season,Episode,Question,Answer,Comic Reference Needed?,Other External Knowledge,Other Series,Speculative
SHS1E9_Q8,She-Hulk: Attorney at Law,1,9,"In the Ep 9 mid-credits scene, who breaks Emil Blonsky out of the DODC Supermax prison, and where do they go?","Wong opens a portal and breaks Emil out, taking him to Kamar-Taj (just as he offered to do earlier in the season).",,,Doctor Strange,
FATWSS1E1_Q1,The Falcon and the Winter Soldier,1,1,"In Ep 1, why does Sam Wilson's opening scene ironing his suit and preparing Cap's shield feel like a funeral?",The scene uses funeral-like framing and somber music because Sam feels he is respectfully laying Captain America's legacy and symbol to rest by entombing the shield in the Smithsonian.,,,,
FATWSS1E1_Q2,The Falcon and the Winter Soldier,1,1,"In Ep 1, what unique design detail marks the shield Sam hands over as different from Steve Rogers' original shield?",The shield has new notches and engravings because the original was destroyed by Thanos. This new one was brought back from the alternate timeline where Steve lived out his life with Peggy.,,,Avengers: Endgame,
FATWSS1E1_Q3,The Falcon and the Winter Soldier,1,1,"In Ep 1, who is First Lieutenant Joaquin Torres, and what is his comic book destiny?","Torres is Sam's military contact on the ground. In the comics, he eventually takes over the mantle of the Falcon when Sam becomes Captain America.",Y,,,
FATWSS1E1_Q4,The Falcon and the Winter Soldier,1,1,"In Ep 1, how long has it been since the events of Avengers: Endgame?","Sam states he has been working with the Air Force for six months, placing the series about six months after Endgame (around April 2024).",,,Avengers: Endgame,
FATWSS1E1_Q5,The Falcon and the Winter Soldier,1,1,"In Ep 1, what wild internet conspiracy theory does Torres mention regarding the whereabouts of Steve Rogers?",Torres mentions a conspiracy theory that Steve Rogers is secretly living in a base on the moon.,,,,
FATWSS1E1_Q6,The Falcon and the Winter Soldier,1,1,"In Ep 1, what specific names are written in Bucky's notebook of amends, and what do they reference?","The notebook includes names like ""Rostov"" (the Red Barbarian from the comics), ""H. Zemo"" (Helmut Zemo), and ""Yori Nakajima"" (the father of the innocent bystander Bucky murdered in the hotel).",Y,,,
FATWSS1E1_Q7,The Falcon and the Winter Soldier,1,1,"In Ep 1, how does Bucky relate to the elderly Mr. Nakajima?",Bucky relates to him because Bucky is fundamentally a 106-year-old man displaced in time; they bond over reading newspaper obituaries and feeling out of place.,,,,
FATWSS1E1_Q8,The Falcon and the Winter Soldier,1,1,"In the Ep 1 end credits, what ominous warning message is hidden among the graffiti and documents?","The graffiti explicitly states ""Power Broker is watching,"" setting up the unseen crime boss who orchestrates the Super Soldier Serum conflict.",,,,
FATWSS1E2_Q1,The Falcon and the Winter Soldier,1,2,"In Ep 2, what song plays during John Walker's introduction at the high school, and why is it significant?","The marching band plays ""Star Spangled Man With a Plan,"" the exact same propaganda song used during Steve Rogers' USO tour in Captain America: The First Avenger.",,,Captain America: The First Avenger,
FATWSS1E2_Q2,The Falcon and the Winter Soldier,1,2,"In Ep 2, what visual detail on John Walker's Captain America suit highlights that he is a ""manufactured"" corporate hero compared to Steve Rogers?","The Avengers ""A""/star logo on his chest bleeds over onto the shoulder strap, meaning the look is only complete if he is perfectly suited up and strapped in, unlike Steve who could rip the logo off and still function.",,,,
FATWSS1E2_Q3,The Falcon and the Winter Soldier,1,2,"In Ep 2, what are the ""Big Three"" threats that Sam Wilson claims the Avengers always end up fighting?","Sam categorizes all major threats as ""Androids, Aliens, and Wizards"" (referencing Ultron, Thanos, and Loki/Doctor Strange/Witches).",,,,
FATWSS1E2_Q4,The Falcon and the Winter Soldier,1,2,"In Ep 2, what nickname does Sam jokingly call Bucky, and what does Bucky correct him with based on his time in Wakanda?","Sam jokingly calls him ""White Panther,"" but Bucky corrects him, stating his actual Wakandan nickname is the ""White Wolf.""",Y,,Black Panther,
FATWSS1E2_Q5,The Falcon and the Winter Soldier,1,2,"In Ep 2, where does the leader of the Flag Smashers, Karli Morgenthau, get her name from?","She is named after Karl Morgenthau, the original male villain known as Flag-Smasher in the Marvel Comics.",Y,,,
FATWSS1E2_Q6,The Falcon and the Winter Soldier,1,2,"In Ep 2, how does John Walker repeatedly disrespect Sam and Bucky's relationship with Steve Rogers?","Walker calls Bucky ""Buck"" (a nickname reserved exclusively for Steve) and belittles Sam as merely being ""Cap's wingman.""",,,,
FATWSS1E2_Q7,The Falcon and the Winter Soldier,1,2,"In Ep 2, who is the elderly man Sam and Bucky visit in Baltimore, and what is his tragic history?","They visit Isaiah Bradley, the original Black Captain America. He was a Super Soldier who was imprisoned, tortured, and experimented on by the government for 30 years after his service instead of being celebrated as a hero.",Y,Y,,
FATWSS1E2_Q8,The Falcon and the Winter Soldier,1,2,"In Ep 2, who is the young man that opens the door at Isaiah Bradley's house, and what is his comic book destiny?","He is Eli Bradley, Isaiah's grandson, who in the comics goes on to become the Young Avenger known as Patriot.",Y,,,
FATWSS1E3_Q1,The Falcon and the Winter Soldier,1,3,"In Ep 3, what famous philosophical book is Baron Zemo reading in his cell, representing his worldview?","He is reading a book detailing the relationship between Niccolò Machiavelli and Leonardo da Vinci, reflecting his Machiavellian belief that ""the ends justify the means.""",,Y,,
FATWSS1E3_Q2,The Falcon and the Winter Soldier,1,3,"In Ep 3, what iconic classic car sits in Zemo's family garage collection, and who originally drove it in the MCU?",The V16 roadster originally driven by the Red Skull in Captain America: The First Avenger is parked in the garage.,,,Captain America: The First Avenger,
FATWSS1E3_Q3,The Falcon and the Winter Soldier,1,3,"In Ep 3, what iconic comic book clothing item does Zemo finally put on from his car collection?","He dons his iconic purple ski mask (worn by his father, Baron Heinrich Zemo, in the comics) along with his signature fur-collared coat.",Y,,,
FATWSS1E3_Q4,The Falcon and the Winter Soldier,1,3,"In Ep 3, when Sam, Bucky, and Zemo travel to Madripoor, what famous X-Men comic location is visible in ""Lowtown""?","The ""Princess Bar"" is visible, which is a famous dive bar in the comics frequented by Wolverine while under his ""Patch"" alias.",Y,,,
FATWSS1E3_Q5,The Falcon and the Winter Soldier,1,3,"In Ep 3, what is the name of the scientist who recreated the Super Soldier Serum for the Power Broker, and what is his comic origin?","Dr. Wilfred Nagel. In the comics, Nagel (who also used the alias Dr. Reinstein) was the scientist involved in Project Rebirth who experimented on Isaiah Bradley.",Y,,,
FATWSS1E3_Q6,The Falcon and the Winter Soldier,1,3,"In Ep 3, what famous painting hangs in Sharon Carter's art gallery, hinting at her current situation?","She has ""The Raft of the Medusa,"" a French romantic painting depicting a shipwreck and mutiny where a desperate crew turned to starvation and betrayal due to an incompetent captain.",,Y,,
FATWSS1E3_Q7,The Falcon and the Winter Soldier,1,3,"In Ep 3, what tracking technology does Bucky find in the street that alerts him he is being followed?","He finds Kimoyo Beads, the advanced vibranium communication and tracking technology used by Wakandans.",,,Black Panther,
FATWSS1E3_Q8,The Falcon and the Winter Soldier,1,3,"In Ep 3, who confronts Bucky in the alleyway at the end of the episode?","Ayo, the second-in-command of the Dora Milaje, arrives from Wakanda demanding Zemo be handed over for the murder of King T'Chaka.",,,Captain America: Civil War,
FATWSS1E4_Q1,The Falcon and the Winter Soldier,1,4,"In Ep 4, during the opening flashback, what triggers a traumatic montage of Bucky's past as the Winter Soldier?","Ayo recites the Russian Hydra activation words (e.g., ""Furnace,"" ""Benign,"" ""Homecoming"") to prove to Bucky that his mind control has finally been broken.",,,Captain America: Civil War,
FATWSS1E4_Q2,The Falcon and the Winter Soldier,1,4,"In Ep 4, how does Baron Zemo justify his hatred for the Avengers and Super Soldiers?","He argues that the desire to become a superhuman cannot be separated from supremacist ideals, drawing a straight line from Nazi philosophy (the ""Übermensch"") to Ultron and the Avengers.",,Y,,
FATWSS1E4_Q3,The Falcon and the Winter Soldier,1,4,"In Ep 4, what treats does Zemo use to bribe the refugee children into giving him information?",He offers them Turkish Delights (an irresistible candy famously used by the White Witch to bribe Edmund in The Chronicles of Narnia).,,Y,,
FATWSS1E4_Q4,The Falcon and the Winter Soldier,1,4,"In Ep 4, how does John Walker show a dangerous escalation during his first encounter with the Flag Smashers this episode?","He draws and uses a standard firearm (a gun) against them, demonstrating his departure from Steve Rogers' modern reliance solely on the shield.",,,,
FATWSS1E4_Q5,The Falcon and the Winter Soldier,1,4,"In Ep 4, how does the Dora Milaje completely humiliate John Walker and Bucky during the apartment fight?","Ayo effortlessly deactivates Bucky's vibranium arm by hitting hidden pressure points, and the warriors completely outclass Walker using only their ""pointy sticks,"" proving he is inadequate even without super powers.",,,,
FATWSS1E4_Q6,The Falcon and the Winter Soldier,1,4,"In Ep 4, what pushes John Walker over the edge mentally, leading to his horrific final act?","The death of his best friend and partner, Lemar Hoskins (Battlestar), who is killed by Karli Morgenthau when she punches him into a concrete column.",,,,
FATWSS1E4_Q7,The Falcon and the Winter Soldier,1,4,"In Ep 4, how does John Walker's brutal killing of Nico parallel a key moment from Captain America: Civil War?","Walker brings the shield crashing down into Nico's chest, mimicking the exact move Steve Rogers used to disable Iron Man's arc reactor—except Walker does it repeatedly to violently murder Nico in front of a crowd.",,,Captain America: Civil War,
FATWSS1E4_Q8,The Falcon and the Winter Soldier,1,4,"In Ep 4, what subtle terrifying detail is visible on John Walker's body as he stands over the blood-stained shield in the final shot?","His free hand continues to uncontrollably twitch and tremble, physically showing that the Super Soldier Serum has completely unhinged him.",,,,
FATWSS1E5_Q1,The Falcon and the Winter Soldier,1,5,"In Ep 5, how does the opening fight between Sam, Bucky, and John Walker visually mirror the end of Captain America: Civil War?","It mirrors the two-on-one fight where Bucky and Cap teamed up to take down a raging Iron Man, but here Bucky and Sam team up to take down a raging John Walker to reclaim the shield.",,,Captain America: Civil War,
FATWSS1E5_Q2,The Falcon and the Winter Soldier,1,5,"In Ep 5, what specific action does Bucky take that signifies his passing of the torch to Sam?","After recovering the shield, Bucky drops it by Sam's side and walks away (just as Steve dropped it for Tony in Civil War), with the musical score officially playing the ""End of the Line"" theme.",,,Captain America: Civil War,
FATWSS1E5_Q3,The Falcon and the Winter Soldier,1,5,"In Ep 5, who makes a surprise cameo to recruit John Walker after his dishonorable discharge?","Contessa Valentina Allegra de Fontaine (Val), played by Julia Louis-Dreyfus. In the comics, she is a high-ranking spy, sometimes known as Madame Hydra, who recruits anti-heroes.",Y,,,
FATWSS1E5_Q4,The Falcon and the Winter Soldier,1,5,"In Ep 5, how does the show title ""Truth"" tie into Marvel Comics lore?","It is named after the comic series ""Truth: Red, White & Black,"" which explores Isaiah Bradley's erased history as the first Black Captain America and the Tuskegee-style experiments performed on him.",Y,Y,,
FATWSS1E5_Q5,The Falcon and the Winter Soldier,1,5,"In Ep 5, what harrowing action did Isaiah Bradley take during WWII that perfectly mirrors a heroic act by Steve Rogers?","Isaiah disobeyed orders and broke into a POW camp to rescue a group of captured soldiers who were going to be blown up to hide evidence, identical to Steve rescuing the Howling Commandos in The First Avenger.",,,Captain America: The First Avenger,
FATWSS1E5_Q6,The Falcon and the Winter Soldier,1,5,"In Ep 5, where does Bucky find Baron Zemo to hand him over to the Dora Milaje?","Bucky finds Zemo standing in front of the Sokovian Memorial, paying respects to his family and the victims of the Battle of Sokovia.",,,Avengers: Age of Ultron,
FATWSS1E5_Q7,The Falcon and the Winter Soldier,1,5,"In Ep 5, what is revealed about Batroc's earlier mission against the military plane?","A phone call reveals that Sharon Carter hired Batroc for the job, confirming she is deeply involved in orchestrating criminal activities in Madripoor and backing the Flag Smashers.",,,,
FATWSS1E5_Q8,The Falcon and the Winter Soldier,1,5,"In Ep 5's mid-credits scene, what is John Walker building, and what symbolic detail shows his descent into madness?","He is forging his own homemade Captain America shield out of scrap metal and his melted-down Medal of Honor. As he paints it, he coats his thumb in dark red paint, oblivious to looking like he has blood on his hands.",,,,
FATWSS1E6_Q1,The Falcon and the Winter Soldier,1,6,"In Ep 6, what advanced technology does Sharon Carter use to disguise her face while infiltrating the GRC building?","She uses a photostatic mesh ""Widow's Veil"" face mask (previously used by Natasha Romanoff in The Winter Soldier and by agents in Agents of S.H.I.E.L.D.).",,,Captain America: The Winter Soldier,
FATWSS1E6_Q2,The Falcon and the Winter Soldier,1,6,"In Ep 6, how does Sam Wilson's new Captain America suit homage the comics?","The suit is highly comic-accurate to his comic run as Captain America, featuring the white, blue, and red color scheme, the half-cowl, and a magnetic back-latch for the shield.",Y,,,
FATWSS1E6_Q3,The Falcon and the Winter Soldier,1,6,"In Ep 6, how does John Walker seek redemption during the final battle with the Flag Smashers?","He drops his homemade shield to pull a falling armored truck full of hostages back onto the ledge, prioritizing saving lives over getting revenge on Karli.",,,,
FATWSS1E6_Q4,The Falcon and the Winter Soldier,1,6,"In Ep 6, what final major reveal confirms the true identity of the Power Broker?","Sharon Carter shoots Batroc and later Karli to cover her tracks, cementing that she has been the Power Broker controlling Madripoor's criminal underworld all along.",,,,
FATWSS1E6_Q5,The Falcon and the Winter Soldier,1,6,"In Ep 6, what happens to the remaining captured Flag Smashers in the armored transport van?","The van explodes, killing them all. It is revealed that Zemo's butler, Oeznik, triggered the bomb, successfully fulfilling Zemo's mission to eradicate the Super Soldiers from his cell in the Raft.",,,,
FATWSS1E6_Q6,The Falcon and the Winter Soldier,1,6,"In Ep 6, what new comic book moniker does Contessa Valentina Allegra de Fontaine officially bestow upon John Walker?","She gives him a new black, red, and white suit and officially names him ""U.S. Agent.""",Y,,,
FATWSS1E6_Q7,The Falcon and the Winter Soldier,1,6,"In Ep 6, what beautiful tribute does Sam Wilson unveil for Isaiah Bradley at the end of the episode?","Sam brings Isaiah to the Captain America Smithsonian exhibit, revealing a new, permanent statue and plaque dedicated to honoring Isaiah Bradley's erased history as a Black Super Soldier and hero.",,,,
FATWSS1E6_Q8,The Falcon and the Winter Soldier,1,6,"In the Ep 6 post-credits scene, what happens after Sharon Carter is officially pardoned by the U.S. government?","She regains her old position (Agent 13) and immediately makes a phone call to her black-market buyers, offering them full access to highly classified U.S. government weapons and secrets.",,,,
HES1E1_Q1,Hawkeye,1,1,"In Ep 1, how does the opening sequence subvert/alter the famous Battle of New York from The Avengers (2012)?","It shows the famous Battle of New York entirely from the terrifying, condensed perspective of young Kate Bishop as her apartment is destroyed, rather than the triumphant, slow-motion heroic perspective of the Avengers.",,,The Avengers,
HES1E1_Q2,Hawkeye,1,1,"In Ep 1, what iconic comic book panel is recreated during the Battle of New York flashback?","The shot of Hawkeye falling backward off a building and firing an arrow upwards is a direct recreation of the opening panel of the Matt Fraction and David Aja ""Hawkeye"" comic run.",Y,,,
HES1E1_Q3,Hawkeye,1,1,"In Ep 1, what mysterious circumstance surrounds Derek Bishop's death during the Chitauri invasion?","Derek and Eleanor were fighting over severe financial problems right before the attack. Eleanor told Derek she would be ""right back,"" but Derek mysteriously dies off-screen and the financial problems miraculously vanish, suggesting Eleanor used the alien attack as a cover to murder him.",,,,Y
HES1E1_Q4,Hawkeye,1,1,"In Ep 1, what Broadway show does Clint Barton take his kids to see, and what real-world musical inspired it?","They watch ""Rogers: The Musical,"" which is a direct, in-universe parody/homage of Lin-Manuel Miranda's ""Hamilton"" (complete with similar black-on-yellow poster design and silhouette branding).",,Y,,
HES1E1_Q5,Hawkeye,1,1,"In Ep 1, which non-Avenger hilariously cameos as a cast member in the stage production of the Battle of New York?","An actor dressed as Ant-Man is seen fighting in the musical, which Clint correctly points out makes no sense since Ant-Man wasn't at the 2012 battle.",,,The Avengers,
HES1E1_Q6,Hawkeye,1,1,"In Ep 1, what specific item is being sold at the underground black market auction, and where was it recovered from?",The Ronin suit and retractable sword are being auctioned. The auctioneer states they were recovered from the wreckage of the Avengers Compound (destroyed by Thanos in Endgame).,,,Avengers: Endgame,
HES1E1_Q7,Hawkeye,1,1,"In Ep 1, what unique detail is revealed about the Tracksuit Mafia (Tracksuit Draculas) during their auction heist?","The Tracksuit Mafia specifically break into the auction with only 90 seconds to find a mysterious, highly valuable ""watch,"" treating all other items (even the Ronin gear) as secondary.",,,,
HES1E1_Q8,Hawkeye,1,1,"In Ep 1, how does the show visually connect Clint Barton to the psychological trauma of his time as Ronin?","When Clint sees Kate Bishop running around on the news wearing the Ronin suit, the show cuts to a flashback of him in Tokyo during Endgame, clearly experiencing PTSD from his murderous past.",,,Avengers: Endgame,
HES1E2_Q1,Hawkeye,1,2,"In Ep 2, what important detail about Kate Bishop's age confirms her status during the ""Blip""?","She states she is 22 years old in the year 2024. Because she was 10 during the 2012 Battle of New York, this mathematically proves she survived Thanos' snap and lived through the 5-year Blip.",,,Avengers: Infinity War,
HES1E2_Q2,Hawkeye,1,2,"In Ep 2, what clever combat maneuver does Clint use when the Tracksuit Mafia throws a Molotov cocktail through the window?","Clint shatters the window glass first before catching the burning bottle so it doesn't explode on the pane, mirroring a similar tactical move Natasha used in Captain America: The Winter Soldier.",,,Captain America: The Winter Soldier,
HES1E2_Q3,Hawkeye,1,2,"In Ep 2, whose safehouse do Kate and Clint hide out in, and what is its comic book significance?","They hide in the apartment of Kate's aunt, Moira Brandon. In the comics, Moira Brandon is an elderly actress whose massive estate is purchased to become the West Coast Avengers compound.",Y,,,
HES1E2_Q4,Hawkeye,1,2,"In Ep 2, what major physical ailment of Clint Barton's is explored for the first time in the MCU?",Clint is shown wearing a hearing aid. The show explicitly confirms his hearing loss is the cumulative result of being dangerously close to countless massive explosions and traumas during his time as an Avenger.,Y,,,
HES1E2_Q5,Hawkeye,1,2,"In Ep 2, what specific fictional character is spotted amongst the Times Square cosplayers, technically making her MCU canon?",Katniss Everdeen from The Hunger Games is seen cosplaying alongside Thor and Captain America impersonators.,,Y,,
HES1E2_Q6,Hawkeye,1,2,"In Ep 2, who is the firefighter LARPer that Clint tracks down to recover the Ronin suit, and what is his comic origin?","The LARPer is Grills. In the comics, Grills is one of Clint's apartment neighbors who loves to grill on the roof and stands up against local criminals.",Y,,,
HES1E2_Q7,Hawkeye,1,2,"In Ep 2, how does Jack Duquesne (Swordsman) passively threaten Clint Barton during their fencing conversation?","Jack purposefully extends his Ronin sword directly across Clint's neck, using the exact same visual framing used to foreshadow Armand's murder in Ep 1.",,,,
HES1E2_Q8,Hawkeye,1,2,"At the end of Ep 2, who is revealed as the boss of the Tracksuit Mafia?","Maya Lopez (Echo), a deaf, Native American fighter (and eventual vigilante) who senses the world through vibrations.",Y,,,
HES1E3_Q1,Hawkeye,1,3,"In Ep 3, how does the show establish Maya Lopez (Echo) as a unique, visually distinctive character from childhood?","Maya is deaf and uses a prosthetic leg, but is shown excelling in martial arts and using extreme observational skills (like lip-reading and feeling vibrations) to overcome her challenges.",Y,,,
HES1E3_Q2,Hawkeye,1,3,"In Ep 3, who is the mysterious ""Uncle"" that William Lopez tells Maya will take her home from karate class?","The unseen ""Uncle"" is heavily implied to be Wilson Fisk (Kingpin). He is shown wearing a tailored suit, has a heavy footstep, and features Vincent D'Onofrio's signature breathy chuckle.",Y,,Daredevil,
HES1E3_Q3,Hawkeye,1,3,"In Ep 3, what tragic event fuels Maya Lopez's vendetta against Ronin?","Maya witnesses Ronin ruthlessly slaughtering her father, William Lopez, and the rest of the Tracksuit Mafia at the ""Fat Man Auto Repair"" shop.",,,,
HES1E3_Q4,Hawkeye,1,3,"In Ep 3, what iconic movie chase scene does the directors (Bert and Bertie) visually homage during Clint and Kate's escape?","The sequence features a one-minute, unedited, rotating 360-degree shot inside the backseat of the car, acting as a direct visual homage to Alfonso Cuarón's famous car chase shot in ""Children of Men"".",,Y,,
HES1E3_Q5,Hawkeye,1,3,"In Ep 3, what incredibly dangerous trick arrow does Kate fire at the bridge, and who provided the technology?","She fires a Pym Tech arrow (stamped with the Pym logo and glowing blue) to enlarge a regular arrow to massive size, confirming Clint still gets specialized tech from Hank Pym or Scott Lang.",,,Ant-Man,
HES1E3_Q6,Hawkeye,1,3,"In Ep 3, how does Clint Barton prove his archery prowess without looking?","While his hands are bound, he perfectly shoots an arrow through the hand of a Tracksuit Mafia member without looking, recalling his no-look shot from the 2012 Avengers film.",,,The Avengers,
HES1E3_Q7,Hawkeye,1,3,"In Ep 3, what defining physical characteristic of Echo from the comics is recreated using blood?","As her father dies, he presses his bloody hand against Maya's cheek, creating a bloody handprint that perfectly matches the white handprint war paint she wears on her face in the comics.",Y,,,
HES1E3_Q8,Hawkeye,1,3,"In Ep 3, what classic Hawkeye comic book move do Clint and Kate execute together off the bridge?","They leap off the bridge and swing down in tandem using a grappling arrow, mirroring the famous pose from the cover of the Fraction/Aja comic run.",Y,,,
HES1E4_Q1,Hawkeye,1,4,"In Ep 4, how does the show visually reveal that Clint stole the Ronin sword back during the dinner at Eleanor's?","When Jack sips his tea and looks at Kate, Clint's reflection is briefly seen moving in the glass behind Kate, which is the exact moment he swiped the sword.",,,,
HES1E4_Q2,Hawkeye,1,4,"In Ep 4, who is Eleanor Bishop most likely calling when she makes her urgent, secret phone call?","She is likely calling Contessa Valentina Allegra de Fontaine (Val), organizing the hit on Clint Barton by sending Yelena Belova (as teased in the Black Widow post-credits scene).",,,Black Widow,Y
HES1E4_Q3,Hawkeye,1,4,"In Ep 4, what detail about Laura Barton implies she may have a secret espionage background?","She is able to quickly run intelligence on Sloan Limited and trace it back to Jack Duquesne, speaks fluent German to hide information from her kids, and understands Clint's tactical ""catch and release"" strategies.",,,,Y
HES1E4_Q4,Hawkeye,1,4,"In Ep 4, what famous Christmas movie does Clint Barton watch while nursing his wounds, and how does it parallel his life?","He watches ""It's a Wonderful Life."" The scene shows George Bailey getting his family back after they were erased from existence, paralleling Clint getting his family back after the Blip.",,Y,Avengers: Endgame,
HES1E4_Q5,Hawkeye,1,4,"In Ep 4, what shocking twist occurs during the rooftop fight sequence?",Yelena Belova (Black Widow) is revealed as the masked assassin hunting Clint Barton.,,,Black Widow,
HES1E4_Q6,Hawkeye,1,4,"In Ep 4, how does Yelena Belova's arrival directly mimic Black Widow/Natasha Romanoff?","She performs the iconic ""three-point pose"" landing—the exact same superhero landing that Yelena previously mocked Natasha for always doing in the Black Widow movie.",,,Black Widow,
HES1E4_Q7,Hawkeye,1,4,"In Ep 4, what specific action does Yelena take that saves Kate Bishop's life?","Instead of letting Kate fall to her death off the roof, Yelena hooks a repel wire to Kate's belt, ensuring she survives the fall.",,,,
HES1E4_Q8,Hawkeye,1,4,"In Ep 4, how does the musical score heighten the emotional weight of Kate hanging off the building?","The score plays the exact same tragic musical theme used during Natasha Romanoff's death on Vormir in Avengers: Endgame, triggering Clint's PTSD regarding the loss of his partner.",,,Avengers: Endgame,
HES1E5_Q1,Hawkeye,1,5,"In Ep 5, how does the opening sequence perfectly illustrate the subjective horror of the Blip?","It shows the 5-year Blip entirely from Yelena's perspective in a continuous 60-second shot. For her, she turns to dust and instantaneously reforms, while the room around her visually ages and changes in a matter of seconds.",,,Avengers: Infinity War,
HES1E5_Q2,Hawkeye,1,5,"In Ep 5, what specific audio cue plays as Yelena talks about Natasha, confirming her ultimate fate?","The specific whistle that Yelena and Natasha used to signal each other in the Black Widow movie plays, but it's the exact audio from the post-credits scene where Yelena visits Natasha's grave.",,,Black Widow,
HES1E5_Q3,Hawkeye,1,5,"In Ep 5, what is the meaning behind Yelena wanting to see the ""new and improved Statue of Liberty""?","It's a direct reference to the remodeled Lady Liberty holding a giant Captain America shield, which is the setting of the final battle in Spider-Man: No Way Home.",,,Spider-Man: No Way Home,
HES1E5_Q4,Hawkeye,1,5,"In Ep 5, where does Clint Barton go to mourn and speak to Natasha?","He visits the Battle of New York memorial plaque at Grand Central Terminal, the exact spot where the original six Avengers first assembled in a circle in 2012.",,,The Avengers,
HES1E5_Q5,Hawkeye,1,5,"In Ep 5, what major revelation does Clint make to Maya Lopez during their confrontation?","He reveals that he (as Ronin) was specifically tipped off by an informant within the Tracksuit Mafia—approved by their boss (""Uncle"")—to assassinate her father.",,,,
HES1E5_Q6,Hawkeye,1,5,"In Ep 5, what information does Yelena text Kate Bishop that changes everything?","Yelena reveals that the person who hired her to assassinate Clint Barton was actually Kate's mother, Eleanor Bishop.",,,,
HES1E5_Q7,Hawkeye,1,5,"In Ep 5, what massive MCU villain is officially revealed as the ""big guy"" working with Eleanor Bishop?","Wilson Fisk, the Kingpin (played by Vincent D'Onofrio, reprising his role from the Netflix Daredevil series), is revealed via a blurry photograph.",Y,,Daredevil,
HES1E5_Q8,Hawkeye,1,5,"In Ep 5, what famous Christmas song plays over the end credits, reflecting the villain reveal?","""You're a Mean One, Mr. Grinch,"" perfectly fitting the reveal of the looming, evil Kingpin in his tower.",,Y,,
HES1E6_Q1,Hawkeye,1,6,"In Ep 6, how does the show utilize camera angles to emphasize Kingpin's immense power during his meeting with Eleanor?","The camera shoots Kingpin from below (making him look huge) and Eleanor from above (making her look small), using forced perspective to highlight his intimidating dominance.",,Y,,
HES1E6_Q2,Hawkeye,1,6,"In Ep 6, what distinct clothing item does Kingpin wear that matches a famous comic book cover?","He wears a red Hawaiian shirt under a white suit jacket, matching his exact outfit from the cover of the ""Spider-Man: Family Business"" comic.",Y,,,
HES1E6_Q3,Hawkeye,1,6,"In Ep 6, how does Kate Bishop hilariously handle the elevator fight with Yelena Belova?","Kate pushes every single button on the elevator control panel to slow Yelena down (a classic homage to the movie ""Elf"").",,Y,,
HES1E6_Q4,Hawkeye,1,6,"In Ep 6, what extremely lethal trick arrow does Kate use against the Tracksuit Mafia van?","She uses a Pym Particle arrow to shrink the ""Trust a Bro"" van (with Tracksuits still inside) to a tiny size, before it gets snatched up and carried away by an owl.",,,Ant-Man,
HES1E6_Q5,Hawkeye,1,6,"In Ep 6, how does Clint finally convince Yelena to spare his life and prove Natasha's love for him?","Clint perfectly mimics the secret whistle that Natasha and Yelena shared as children, proving that Natasha spoke intimately to him about her sister.",,,Black Widow,
HES1E6_Q6,Hawkeye,1,6,"In Ep 6, what classic comic book homage happens when Maya Lopez confronts Kingpin in the alley?","Maya holds a gun to Kingpin and shoots him off-screen. In the comics, she famously shoots him ""eye to eye,"" temporarily blinding him rather than killing him.",Y,,,
HES1E6_Q7,Hawkeye,1,6,"In Ep 6, what is revealed about the mystery Rolex watch Clint recovered?","The back of the watch has the S.H.I.E.L.D. logo and the number ""19"" engraved on it. It belongs to Clint's wife, Laura Barton, confirming she was S.H.I.E.L.D. Agent 19 (Mockingbird).",Y,,,
HES1E6_Q8,Hawkeye,1,6,What is the post-credits scene of Hawkeye Ep 6?,"A full, uncut musical performance of the song ""Save the City"" from the in-universe Broadway show ""Rogers: The Musical.""",,,,
MMS1E1_Q1,Ms Marvel,1,1,"In Ep 1, how is the Marvel Studios opening logo updated, and what song plays over it?","The logo is updated to include Doctor Strange (from Multiverse of Madness) and Moon Knight. The song playing over it is The Weeknd's ""Blinding Lights,"" an intentional tease for the visual aesthetic of Kamala's hard-light powers.",,Y,Moon Knight,
MMS1E1_Q2,Ms Marvel,1,1,"In Ep 1, how does Kamala Khan know so many specific details about the final battle in Avengers: Endgame?","Kamala mentions studying Scott Lang's podcast, ""Big Me, Little Me: A Marvelous Life,"" revealing that Ant-Man shared the details of the Endgame battle with the public via a podcast.",,,Avengers: Endgame,
MMS1E1_Q3,Ms Marvel,1,1,"In Ep 1, what specific reference connects the high school guidance counselor to the creator of Ms. Marvel?","The guidance counselor is named Mr. Gabe Wilson, named directly after G. Willow Wilson, the writer who created the modern Kamala Khan Ms. Marvel comic series. His desk organizer also says ""GWW"".",Y,Y,,
MMS1E1_Q4,Ms Marvel,1,1,"In Ep 1, what ""Captain Marvel"" Easter egg is hidden in the dialogue when Kamala floors the gas during her driving test?","She backs into the driving instructor's car while thinking ""Higher, further, faster, baby,"" which was Carol Danvers' catchphrase in the Captain Marvel film.",,,Captain Marvel,
MMS1E1_Q5,Ms Marvel,1,1,"In Ep 1, when Kamala falls back onto her bed dreaming of a Tiara, what major change to her comic powers does the show hint at?","In the comics, she gains stretchy, shape-shifting ""embiggening"" powers after breathing Terrigen Mist. In the show, her powers are visually changed to Cosmic/Crystalline ""hard light"" constructs triggered by her grandmother's bangle.",Y,,,
